customer_id,last_order_date,frequency,monetary,recency_days,r_score,f_score,m_score,rfm_total,segment
CUST5379,2026-06-22,12,137276.4,9,4,4,4,12,Champions
CUST5380,2026-06-01,7,62760.44,30,4,3,3,10,Champions
CUST5381,2025-09-13,8,56154.82,291,1,4,3,8,Loyal Customers
CUST5382,2026-06-21,9,72402.32,10,4,4,4,12,Champions
CUST5383,2026-01-23,8,99629.12000000001,159,2,4,4,10,Champions
CUST5384,2026-01-21,3,8205.58,161,2,1,1,4,At Risk
CUST5385,2024-04-28,1,16179.15,794,1,1,1,3,Lost / Churned
CUST5386,2026-06-29,9,86606.95999999999,2,4,4,4,12,Champions
CUST5387,2025-01-16,2,19219.0,531,1,1,1,3,Lost / Churned
CUST5388,2025-12-25,7,70280.11,188,2,3,3,8,Loyal Customers
CUST5389,2026-02-20,8,81262.25,131,3,4,4,11,Champions
CUST5390,2025-12-16,3,29824.579999999998,197,2,1,2,5,At Risk
CUST5391,2026-04-01,9,80751.12,91,3,4,4,11,Champions
CUST5392,2024-10-27,4,50405.33,612,1,2,3,6,Potential Loyalists
CUST5393,2025-08-27,7,102822.51999999999,308,1,3,4,8,Loyal Customers
CUST5394,2025-10-29,8,105166.8,245,2,4,4,10,Champions
CUST5395,2026-02-27,5,53587.78,124,3,2,3,8,Loyal Customers
CUST5396,2025-10-07,9,52219.420000000006,267,2,4,3,9,Loyal Customers
CUST5397,2026-02-04,6,49242.85,147,2,3,3,8,Loyal Customers
CUST5398,2025-12-28,9,80812.64,185,2,4,4,10,Champions
CUST5399,2025-03-13,3,24635.410000000003,475,1,1,1,3,Lost / Churned
CUST5400,2025-09-07,5,60146.229999999996,297,1,2,3,6,Potential Loyalists
CUST5401,2026-01-17,1,3869.14,165,2,1,1,4,At Risk
CUST5402,2026-05-07,5,41210.31,55,3,2,2,7,Potential Loyalists
CUST5403,2026-05-05,4,43218.49,57,3,2,2,7,Potential Loyalists
CUST5404,2025-07-26,4,18923.43,340,1,2,1,4,At Risk
CUST5405,2026-05-14,6,63261.590000000004,48,4,3,3,10,Champions
CUST5406,2025-11-24,3,26659.79,219,2,1,2,5,At Risk
CUST5407,2026-05-10,3,29101.010000000002,52,4,1,2,7,Potential Loyalists
CUST5408,2024-01-28,1,5630.09,885,1,1,1,3,Lost / Churned
CUST5409,2026-03-15,4,48622.03,108,3,2,3,8,Loyal Customers
CUST5410,2025-06-28,4,17286.37,368,1,2,1,4,At Risk
CUST5411,2026-02-11,4,29561.809999999998,140,2,2,2,6,Potential Loyalists
CUST5412,2026-06-04,1,7870.02,27,4,1,1,6,Potential Loyalists
CUST5413,2025-12-08,6,32450.47,205,2,3,2,7,Potential Loyalists
CUST5414,2026-05-28,5,85810.07,34,4,2,4,10,Champions
CUST5415,2026-04-24,8,81112.13,68,3,4,4,11,Champions
CUST5416,2025-08-05,2,33224.31,330,1,1,2,4,At Risk
CUST5417,2025-11-24,6,46501.13,219,2,3,3,8,Loyal Customers
CUST5418,2026-06-16,3,18077.04,15,4,1,1,6,Potential Loyalists
CUST5419,2025-12-31,7,72268.12,182,2,3,4,9,Loyal Customers
CUST5420,2026-04-08,3,39994.41,84,3,1,2,6,Potential Loyalists
CUST5421,2025-08-08,3,39785.119999999995,327,1,1,2,4,At Risk
CUST5422,2026-02-20,7,76622.18000000001,131,3,3,4,10,Champions
CUST5423,2026-04-26,3,25917.96,66,3,1,2,6,Potential Loyalists
CUST5424,2026-02-25,9,113505.44,126,3,4,4,11,Champions
CUST5425,2025-10-24,6,43320.649999999994,250,2,3,2,7,Potential Loyalists
CUST5426,2025-10-10,1,11959.3,264,2,1,1,4,At Risk
CUST5427,2026-04-20,4,44112.36,72,3,2,2,7,Potential Loyalists
CUST5428,2026-01-26,10,115354.08,156,2,4,4,10,Champions
CUST5429,2026-04-28,4,45316.61,64,3,2,3,8,Loyal Customers
CUST5430,2025-06-07,6,72041.81,389,1,3,4,8,Loyal Customers
CUST5431,2026-05-20,8,28558.28,42,4,4,2,10,Champions
CUST5432,2025-03-11,4,36181.9,477,1,2,2,5,At Risk
CUST5433,2026-06-13,4,30397.24,18,4,2,2,8,Loyal Customers
CUST5434,2025-12-11,1,19323.84,202,2,1,1,4,At Risk
CUST5435,2026-04-22,5,55513.24,70,3,2,3,8,Loyal Customers
CUST5436,2026-05-15,12,104020.06999999999,47,4,4,4,12,Champions
CUST5437,2026-04-29,3,46448.17,63,3,1,3,7,Potential Loyalists
CUST5438,2026-02-18,6,58662.740000000005,133,3,3,3,9,Loyal Customers
CUST5439,2026-05-17,3,11192.6,45,4,1,1,6,Potential Loyalists
CUST5440,2025-11-20,3,16577.0,223,2,1,1,4,At Risk
CUST5441,2026-05-13,4,44449.409999999996,49,4,2,3,9,Loyal Customers
CUST5442,2025-07-22,4,31468.22,344,1,2,2,5,At Risk
CUST5443,2026-06-18,8,66813.64,13,4,4,3,11,Champions
CUST5444,2025-02-24,4,46093.89,492,1,2,3,6,Potential Loyalists
CUST5445,2026-06-17,10,76134.45,14,4,4,4,12,Champions
CUST5446,2025-09-13,8,65066.44,291,1,4,3,8,Loyal Customers
CUST5447,2026-06-20,9,108170.72,11,4,4,4,12,Champions
CUST5448,2026-03-22,1,14150.4,101,3,1,1,5,At Risk
CUST5449,2026-05-08,8,53362.46,54,4,4,3,11,Champions
CUST5450,2025-09-14,3,17169.23,290,1,1,1,3,Lost / Churned
CUST5451,2026-02-05,13,161745.31,146,2,4,4,10,Champions
CUST5452,2026-03-21,12,169992.58000000002,102,3,4,4,11,Champions
CUST5453,2026-03-14,6,28940.550000000003,109,3,3,2,8,Loyal Customers
CUST5454,2026-06-01,7,66663.1,30,4,3,3,10,Champions
CUST5455,2025-10-03,3,48879.68,271,2,1,3,6,Potential Loyalists
CUST5456,2026-06-01,9,72490.53,30,4,4,4,12,Champions
CUST5457,2026-04-22,5,57015.64,70,3,2,3,8,Loyal Customers
CUST5458,2025-06-16,4,20412.87,380,1,2,1,4,At Risk
CUST5459,2025-09-18,3,40740.72,286,1,1,2,4,At Risk
CUST5460,2024-11-06,6,64701.61,602,1,3,3,7,Potential Loyalists
CUST5461,2026-02-16,10,130563.06999999999,135,3,4,4,11,Champions
CUST5462,2026-03-06,10,107679.72,117,3,4,4,11,Champions
CUST5463,2026-04-09,9,97455.48,83,3,4,4,11,Champions
CUST5464,2026-04-19,11,84103.12,73,3,4,4,11,Champions
CUST5465,2026-06-27,2,29767.7,4,4,1,2,7,Potential Loyalists
CUST5466,2026-06-09,8,67551.13,22,4,4,3,11,Champions
CUST5467,2025-09-12,8,79692.68,292,1,4,4,9,Loyal Customers
CUST5468,2026-01-31,4,63625.71,151,2,2,3,7,Potential Loyalists
CUST5469,2026-04-13,7,62241.009999999995,79,3,3,3,9,Loyal Customers
CUST5470,2026-04-18,5,37180.9,74,3,2,2,7,Potential Loyalists
CUST5471,2026-02-16,3,11818.41,135,3,1,1,5,At Risk
CUST5472,2026-03-16,3,22866.99,107,3,1,1,5,At Risk
CUST5473,2024-01-16,1,1371.84,897,1,1,1,3,Lost / Churned
CUST5474,2026-06-22,4,50652.64,9,4,2,3,9,Loyal Customers
CUST5475,2024-08-08,2,10286.789999999999,692,1,1,1,3,Lost / Churned
CUST5476,2025-05-07,1,3323.08,420,1,1,1,3,Lost / Churned
CUST5477,2026-06-20,3,21696.31,11,4,1,1,6,Potential Loyalists
CUST5478,2026-06-26,13,146506.76,5,4,4,4,12,Champions
CUST5479,2026-02-09,2,22263.550000000003,142,2,1,1,4,At Risk
CUST5480,2024-12-22,2,24046.51,556,1,1,1,3,Lost / Churned
CUST5481,2024-08-27,1,600.48,673,1,1,1,3,Lost / Churned
CUST5482,2025-06-29,1,31996.52,367,1,1,2,4,At Risk
CUST5483,2025-11-23,3,32641.02,220,2,1,2,5,At Risk
CUST5484,2026-01-29,4,54745.67999999999,153,2,2,3,7,Potential Loyalists
CUST5485,2026-06-18,4,12354.08,13,4,2,1,7,Potential Loyalists
CUST5486,2026-06-02,5,74012.3,29,4,2,4,10,Champions
CUST5487,2026-01-02,8,71266.74,180,2,4,4,10,Champions
CUST5488,2025-12-06,4,37181.21,207,2,2,2,6,Potential Loyalists
CUST5489,2026-05-12,11,91166.70999999999,50,4,4,4,12,Champions
CUST5490,2026-06-19,14,155794.78,12,4,4,4,12,Champions
CUST5491,2024-03-23,2,14743.279999999999,830,1,1,1,3,Lost / Churned
CUST5492,2024-02-12,1,11077.81,870,1,1,1,3,Lost / Churned
CUST5493,2026-01-20,2,14092.080000000002,162,2,1,1,4,At Risk
CUST5494,2026-06-02,6,56022.119999999995,29,4,3,3,10,Champions
CUST5495,2025-01-21,2,15161.85,526,1,1,1,3,Lost / Churned
CUST5496,2026-06-01,6,47066.229999999996,30,4,3,3,10,Champions
CUST5497,2026-06-21,12,89972.31999999999,10,4,4,4,12,Champions
CUST5498,2026-04-13,3,28776.980000000003,79,3,1,2,6,Potential Loyalists
CUST5499,2025-09-21,1,27990.36,283,2,1,2,5,At Risk
CUST5500,2026-03-05,4,35492.130000000005,118,3,2,2,7,Potential Loyalists
CUST5501,2026-06-12,9,78789.3,19,4,4,4,12,Champions
CUST5502,2026-05-31,4,20416.84,31,4,2,1,7,Potential Loyalists
CUST5503,2026-04-06,4,52476.87,86,3,2,3,8,Loyal Customers
CUST5504,2025-04-01,1,4502.73,456,1,1,1,3,Lost / Churned
CUST5505,2025-02-05,5,36635.729999999996,511,1,2,2,5,At Risk
CUST5506,2025-12-04,4,21412.050000000003,209,2,2,1,5,At Risk
CUST5507,2026-05-14,8,71738.49,48,4,4,4,12,Champions
CUST5508,2025-05-03,2,18522.12,424,1,1,1,3,Lost / Churned
CUST5509,2024-06-12,1,2689.27,749,1,1,1,3,Lost / Churned
CUST5510,2025-08-17,4,35261.56,318,1,2,2,5,At Risk
CUST5511,2025-07-30,5,43999.0,336,1,2,2,5,At Risk
CUST5512,2026-02-28,9,72626.36,123,3,4,4,11,Champions
CUST5513,2026-04-13,7,46164.17,79,3,3,3,9,Loyal Customers
CUST5514,2026-05-26,9,51127.840000000004,36,4,4,3,11,Champions
CUST5515,2026-05-18,8,48850.84,44,4,4,3,11,Champions
CUST5516,2026-05-25,4,50641.91,37,4,2,3,9,Loyal Customers
CUST5517,2026-04-24,3,27793.050000000003,68,3,1,2,6,Potential Loyalists
CUST5518,2026-05-03,8,125531.89,59,3,4,4,11,Champions
CUST5519,2025-09-21,2,11334.58,283,2,1,1,4,At Risk
CUST5520,2026-05-27,13,85162.44,35,4,4,4,12,Champions
CUST5521,2025-07-22,1,2966.29,344,1,1,1,3,Lost / Churned
CUST5522,2026-04-03,6,53634.73,89,3,3,3,9,Loyal Customers
CUST5523,2026-01-03,1,14791.33,179,2,1,1,4,At Risk
CUST5524,2026-06-23,6,26679.010000000002,8,4,3,2,9,Loyal Customers
CUST5525,2024-11-28,1,2164.1,580,1,1,1,3,Lost / Churned
CUST5526,2026-02-08,5,53151.71,143,2,2,3,7,Potential Loyalists
CUST5527,2026-06-04,4,21785.34,27,4,2,1,7,Potential Loyalists
CUST5528,2025-11-10,7,60107.119999999995,233,2,3,3,8,Loyal Customers
CUST5529,2026-03-10,4,51452.31,113,3,2,3,8,Loyal Customers
CUST5530,2025-07-29,5,52635.08,337,1,2,3,6,Potential Loyalists
CUST5531,2026-04-26,9,125193.16,66,3,4,4,11,Champions
CUST5532,2026-02-21,6,51484.810000000005,130,3,3,3,9,Loyal Customers
CUST5533,2026-02-02,12,109757.19,149,2,4,4,10,Champions
CUST5534,2026-06-16,8,101259.03,15,4,4,4,12,Champions
CUST5535,2026-04-02,11,108253.66,90,3,4,4,11,Champions
CUST5536,2026-06-23,5,58563.22,8,4,2,3,9,Loyal Customers
CUST5537,2024-10-01,5,33629.61,638,1,2,2,5,At Risk
CUST5538,2026-04-25,6,82311.61,67,3,3,4,10,Champions
CUST5539,2026-06-21,4,27040.579999999998,10,4,2,2,8,Loyal Customers
CUST5540,2025-02-16,1,6208.03,500,1,1,1,3,Lost / Churned
CUST5541,2026-06-05,1,3859.24,26,4,1,1,6,Potential Loyalists
CUST5542,2025-01-19,3,17645.34,528,1,1,1,3,Lost / Churned
CUST5543,2025-06-06,1,14096.84,390,1,1,1,3,Lost / Churned
CUST5544,2026-03-10,9,102247.72,113,3,4,4,11,Champions
CUST5545,2024-06-19,1,2652.48,742,1,1,1,3,Lost / Churned
CUST5546,2026-02-13,9,113470.64,138,2,4,4,10,Champions
CUST5547,2026-02-04,9,81566.94,147,2,4,4,10,Champions
CUST5548,2026-02-24,6,68440.85,127,3,3,3,9,Loyal Customers
CUST5549,2025-03-17,1,10547.51,471,1,1,1,3,Lost / Churned
CUST5550,2026-03-13,6,65299.07000000001,110,3,3,3,9,Loyal Customers
CUST5551,2026-03-24,2,14597.2,99,3,1,1,5,At Risk
CUST5552,2026-06-19,9,40544.67,12,4,4,2,10,Champions
CUST5553,2024-08-06,1,25132.78,694,1,1,2,4,At Risk
CUST5554,2024-01-15,1,22626.48,898,1,1,1,3,Lost / Churned
CUST5555,2025-09-22,5,35914.32,282,2,2,2,6,Potential Loyalists
CUST5556,2026-04-20,10,96707.15,72,3,4,4,11,Champions
CUST5557,2026-05-12,3,22554.7,50,4,1,1,6,Potential Loyalists
CUST5558,2026-04-15,13,149399.56,77,3,4,4,11,Champions
CUST5559,2026-05-29,2,17746.66,33,4,1,1,6,Potential Loyalists
CUST5560,2026-05-15,6,50044.450000000004,47,4,3,3,10,Champions
CUST5561,2025-12-24,6,77890.65000000001,189,2,3,4,9,Loyal Customers
CUST5562,2026-06-08,11,119036.45,23,4,4,4,12,Champions
CUST5563,2025-05-17,3,28432.3,410,1,1,2,4,At Risk
CUST5564,2025-08-24,5,32583.71,311,1,2,2,5,At Risk
CUST5565,2024-09-24,1,20400.84,645,1,1,1,3,Lost / Churned
CUST5566,2025-12-16,3,51921.56,197,2,1,3,6,Potential Loyalists
CUST5567,2025-11-03,4,66157.61,240,2,2,3,7,Potential Loyalists
CUST5568,2025-07-26,5,29664.489999999998,340,1,2,2,5,At Risk
CUST5569,2026-01-27,5,40986.17,155,2,2,2,6,Potential Loyalists
CUST5570,2026-02-16,3,29578.79,135,3,1,2,6,Potential Loyalists
CUST5571,2026-01-24,6,45496.799999999996,158,2,3,3,8,Loyal Customers
CUST5572,2024-09-14,1,16549.81,655,1,1,1,3,Lost / Churned
CUST5573,2024-07-10,1,23954.78,721,1,1,1,3,Lost / Churned
CUST5574,2025-12-31,7,106351.68,182,2,3,4,9,Loyal Customers
CUST5575,2026-05-21,8,79410.04000000001,41,4,4,4,12,Champions
CUST5576,2025-12-25,7,103121.28,188,2,3,4,9,Loyal Customers
CUST5577,2026-01-25,3,28636.9,157,2,1,2,5,At Risk
CUST5578,2026-02-15,3,12270.08,136,3,1,1,5,At Risk
CUST5579,2025-07-29,3,34426.130000000005,337,1,1,2,4,At Risk
CUST5580,2025-02-15,4,62379.16,501,1,2,3,6,Potential Loyalists
CUST5581,2026-03-05,6,75162.53,118,3,3,4,10,Champions
CUST5582,2026-01-14,4,31605.82,168,2,2,2,6,Potential Loyalists
CUST5583,2025-12-20,13,166304.82,193,2,4,4,10,Champions
CUST5584,2026-04-25,4,19927.1,67,3,2,1,6,Potential Loyalists
CUST5585,2026-06-28,8,44895.44,3,4,4,3,11,Champions
CUST5586,2026-06-17,18,162118.72,14,4,4,4,12,Champions
CUST5587,2025-07-01,5,51011.71,365,1,2,3,6,Potential Loyalists
CUST5588,2025-06-25,3,32320.059999999998,371,1,1,2,4,At Risk
CUST5589,2026-01-09,2,4950.32,173,2,1,1,4,At Risk
CUST5590,2026-02-14,2,29141.64,137,2,1,2,5,At Risk
CUST5591,2026-06-07,6,35036.8,24,4,3,2,9,Loyal Customers
CUST5592,2026-06-09,7,53866.55,22,4,3,3,10,Champions
CUST5593,2025-12-31,7,47955.850000000006,182,2,3,3,8,Loyal Customers
CUST5594,2025-03-09,1,12061.33,479,1,1,1,3,Lost / Churned
CUST5595,2026-05-27,3,53564.159999999996,35,4,1,3,8,Loyal Customers
CUST5596,2026-06-05,14,156936.2,26,4,4,4,12,Champions
CUST5597,2025-06-29,2,17640.67,367,1,1,1,3,Lost / Churned
CUST5598,2025-08-08,2,25463.42,327,1,1,2,4,At Risk
CUST5599,2026-06-11,8,102636.78,20,4,4,4,12,Champions
CUST5600,2025-12-02,2,35185.8,211,2,1,2,5,At Risk
CUST5601,2026-06-17,12,86529.31,14,4,4,4,12,Champions
CUST5602,2026-03-29,2,20930.120000000003,94,3,1,1,5,At Risk
CUST5603,2026-02-18,3,30191.64,133,3,1,2,6,Potential Loyalists
CUST5604,2025-04-20,2,32434.22,437,1,1,2,4,At Risk
CUST5605,2026-06-19,4,50318.729999999996,12,4,2,3,9,Loyal Customers
CUST5606,2026-01-16,11,99156.46,166,2,4,4,10,Champions
CUST5607,2026-01-09,5,76481.78,173,2,2,4,8,Loyal Customers
CUST5608,2025-10-05,5,35035.88,269,2,2,2,6,Potential Loyalists
CUST5609,2026-06-28,7,57800.24,3,4,3,3,10,Champions
CUST5610,2026-03-17,10,88906.93000000001,106,3,4,4,11,Champions
CUST5611,2026-06-16,13,102976.84999999999,15,4,4,4,12,Champions
CUST5612,2026-02-20,8,91432.69,131,3,4,4,11,Champions
CUST5613,2026-05-15,3,33384.47,47,4,1,2,7,Potential Loyalists
CUST5614,2025-05-01,4,31411.280000000002,426,1,2,2,5,At Risk
CUST5615,2026-03-30,8,87152.63,93,3,4,4,11,Champions
CUST5616,2025-04-27,4,70430.75,430,1,2,3,6,Potential Loyalists
CUST5617,2026-01-22,8,88571.66,160,2,4,4,10,Champions
CUST5618,2026-01-10,2,14387.77,172,2,1,1,4,At Risk
CUST5619,2026-05-14,11,111493.98999999999,48,4,4,4,12,Champions
CUST5620,2026-06-24,7,49125.17,7,4,3,3,10,Champions
CUST5621,2026-05-24,4,55650.94,38,4,2,3,9,Loyal Customers
CUST5622,2025-12-21,7,131244.87,192,2,3,4,9,Loyal Customers
CUST5623,2024-10-09,2,20193.88,630,1,1,1,3,Lost / Churned
CUST5624,2026-06-23,5,39622.46,8,4,2,2,8,Loyal Customers
CUST5625,2026-06-02,6,46768.2,29,4,3,3,10,Champions
CUST5626,2026-04-12,4,68217.83,80,3,2,3,8,Loyal Customers
CUST5627,2026-03-07,7,56223.909999999996,116,3,3,3,9,Loyal Customers
CUST5628,2025-06-03,1,19225.32,393,1,1,1,3,Lost / Churned
CUST5629,2026-06-22,4,56394.75,9,4,2,3,9,Loyal Customers
CUST5630,2026-06-17,7,95723.04,14,4,3,4,11,Champions
CUST5631,2025-12-20,5,40857.53,193,2,2,2,6,Potential Loyalists
CUST5632,2026-04-18,9,127725.3,74,3,4,4,11,Champions
CUST5633,2025-07-13,3,23487.989999999998,353,1,1,1,3,Lost / Churned
CUST5634,2024-02-18,1,4526.88,864,1,1,1,3,Lost / Churned
CUST5635,2026-06-10,9,97999.03,21,4,4,4,12,Champions
CUST5636,2025-07-23,3,22902.16,343,1,1,1,3,Lost / Churned
CUST5637,2026-04-24,7,84424.98999999999,68,3,3,4,10,Champions
CUST5638,2026-01-20,2,32215.9,162,2,1,2,5,At Risk
CUST5639,2026-01-14,3,29395.739999999998,168,2,1,2,5,At Risk
CUST5640,2025-08-02,6,84845.4,333,1,3,4,8,Loyal Customers
CUST5641,2024-10-06,2,39227.96,633,1,1,2,4,At Risk
CUST5642,2024-01-28,1,5687.31,885,1,1,1,3,Lost / Churned
CUST5643,2024-03-23,2,7858.01,830,1,1,1,3,Lost / Churned
CUST5644,2025-03-08,4,22601.050000000003,480,1,2,1,4,At Risk
CUST5645,2025-07-20,3,42027.22,346,1,1,2,4,At Risk
CUST5646,2025-01-10,1,7588.64,537,1,1,1,3,Lost / Churned
CUST5647,2025-12-27,4,38094.3,186,2,2,2,6,Potential Loyalists
CUST5648,2026-05-25,8,105396.88,37,4,4,4,12,Champions
CUST5649,2026-04-23,4,67352.65,69,3,2,3,8,Loyal Customers
CUST5650,2024-03-04,1,5429.46,849,1,1,1,3,Lost / Churned
CUST5651,2026-03-07,6,56682.55,116,3,3,3,9,Loyal Customers
CUST5652,2025-10-30,4,37172.85,244,2,2,2,6,Potential Loyalists
CUST5653,2026-05-02,8,71582.25,60,3,4,4,11,Champions
CUST5654,2026-05-12,1,8415.65,50,4,1,1,6,Potential Loyalists
CUST5655,2024-08-06,4,34246.880000000005,694,1,2,2,5,At Risk
CUST5656,2025-09-26,3,32344.42,278,2,1,2,5,At Risk
CUST5657,2026-03-23,8,74274.73,100,3,4,4,11,Champions
CUST5658,2025-05-26,3,34745.94,401,1,1,2,4,At Risk
CUST5659,2026-05-23,9,85855.87,39,4,4,4,12,Champions
CUST5660,2026-03-15,6,71710.14,108,3,3,4,10,Champions
CUST5661,2025-07-20,3,4628.38,346,1,1,1,3,Lost / Churned
CUST5662,2026-04-29,6,58569.259999999995,63,3,3,3,9,Loyal Customers
CUST5663,2026-06-16,10,113568.72,15,4,4,4,12,Champions
CUST5664,2025-10-21,2,10898.75,253,2,1,1,4,At Risk
CUST5665,2025-01-04,1,3050.54,543,1,1,1,3,Lost / Churned
CUST5666,2026-05-22,4,38239.52,40,4,2,2,8,Loyal Customers
CUST5667,2026-03-06,4,37032.83,117,3,2,2,7,Potential Loyalists
CUST5668,2026-06-10,3,53047.42999999999,21,4,1,3,8,Loyal Customers
CUST5669,2026-01-27,10,104901.7,155,2,4,4,10,Champions
CUST5670,2026-05-22,10,57823.63,40,4,4,3,11,Champions
CUST5671,2026-01-28,6,64569.579999999994,154,2,3,3,8,Loyal Customers
CUST5672,2025-04-10,2,6980.84,447,1,1,1,3,Lost / Churned
CUST5673,2025-12-08,3,28923.07,205,2,1,2,5,At Risk
CUST5674,2025-12-19,3,19924.4,194,2,1,1,4,At Risk
CUST5675,2025-10-04,3,50042.17,270,2,1,3,6,Potential Loyalists
CUST5676,2025-08-20,9,109537.15,315,1,4,4,9,Loyal Customers
CUST5677,2026-01-03,2,9182.5,179,2,1,1,4,At Risk
CUST5678,2026-01-07,6,48350.35,175,2,3,3,8,Loyal Customers
CUST5679,2024-09-29,1,4816.87,640,1,1,1,3,Lost / Churned
CUST5680,2026-05-23,7,69715.63,39,4,3,3,10,Champions
CUST5681,2026-04-19,6,62640.76,73,3,3,3,9,Loyal Customers
CUST5682,2026-04-05,4,22370.89,87,3,2,1,6,Potential Loyalists
CUST5683,2026-06-01,4,22862.03,30,4,2,1,7,Potential Loyalists
CUST5684,2026-02-03,3,23706.4,148,2,1,1,4,At Risk
CUST5685,2025-04-06,2,1570.58,451,1,1,1,3,Lost / Churned
CUST5686,2026-06-02,1,747.61,29,4,1,1,6,Potential Loyalists
CUST5687,2026-05-21,4,17012.25,41,4,2,1,7,Potential Loyalists
CUST5688,2026-01-07,2,23822.170000000002,175,2,1,1,4,At Risk
CUST5689,2026-04-24,11,109689.82,68,3,4,4,11,Champions
CUST5690,2026-01-01,3,33763.46,181,2,1,2,5,At Risk
CUST5691,2026-02-05,5,45490.47,146,2,2,3,7,Potential Loyalists
CUST5692,2025-05-21,3,25468.14,406,1,1,2,4,At Risk
CUST5693,2024-12-29,2,7307.56,549,1,1,1,3,Lost / Churned
CUST5694,2025-08-20,9,69951.58,315,1,4,3,8,Loyal Customers
CUST5695,2026-03-12,6,66650.42,111,3,3,3,9,Loyal Customers
CUST5696,2026-04-15,4,33364.9,77,3,2,2,7,Potential Loyalists
CUST5697,2026-05-26,6,46645.64,36,4,3,3,10,Champions
CUST5698,2026-05-08,7,86834.61,54,4,3,4,11,Champions
CUST5699,2026-05-17,2,16032.369999999999,45,4,1,1,6,Potential Loyalists
CUST5700,2024-11-03,1,12170.6,605,1,1,1,3,Lost / Churned
CUST5701,2024-11-05,2,14241.8,603,1,1,1,3,Lost / Churned
CUST5702,2025-04-14,3,25572.930000000004,443,1,1,2,4,At Risk
CUST5703,2025-12-19,11,100530.17,194,2,4,4,10,Champions
CUST5704,2025-03-03,4,37876.73,485,1,2,2,5,At Risk
CUST5705,2026-03-23,8,98856.3,100,3,4,4,11,Champions
CUST5706,2025-09-02,1,11972.14,302,1,1,1,3,Lost / Churned
CUST5707,2026-01-07,2,16651.27,175,2,1,1,4,At Risk
CUST5708,2026-05-17,8,80078.74,45,4,4,4,12,Champions
CUST5709,2026-01-15,6,68037.41,167,2,3,3,8,Loyal Customers
CUST5710,2026-05-05,10,121376.4,57,3,4,4,11,Champions
CUST5711,2025-05-24,5,47665.42,403,1,2,3,6,Potential Loyalists
CUST5712,2025-10-05,3,31610.949999999997,269,2,1,2,5,At Risk
CUST5713,2026-01-26,4,49339.159999999996,156,2,2,3,7,Potential Loyalists
CUST5714,2025-11-29,7,64306.53,214,2,3,3,8,Loyal Customers
CUST5715,2025-02-19,4,17089.059999999998,497,1,2,1,4,At Risk
CUST5716,2026-01-05,3,54496.97,177,2,1,3,6,Potential Loyalists
CUST5717,2025-03-04,2,12184.84,484,1,1,1,3,Lost / Churned
CUST5718,2025-11-01,4,33039.17,242,2,2,2,6,Potential Loyalists
CUST5719,2025-12-14,5,55230.59,199,2,2,3,7,Potential Loyalists
CUST5720,2025-12-27,11,77138.36,186,2,4,4,10,Champions
CUST5721,2025-02-25,4,46853.78,491,1,2,3,6,Potential Loyalists
CUST5722,2026-01-20,5,57311.119999999995,162,2,2,3,7,Potential Loyalists
CUST5723,2026-06-04,6,55701.060000000005,27,4,3,3,10,Champions
CUST5724,2026-03-13,6,69720.54,110,3,3,3,9,Loyal Customers
CUST5725,2025-12-29,5,67536.11,184,2,2,3,7,Potential Loyalists
CUST5726,2026-03-24,5,41012.21,99,3,2,2,7,Potential Loyalists
CUST5727,2025-06-24,9,85581.5,372,1,4,4,9,Loyal Customers
CUST5728,2025-10-30,6,59943.22,244,2,3,3,8,Loyal Customers
CUST5729,2026-04-30,6,67629.85,62,3,3,3,9,Loyal Customers
CUST5730,2026-03-23,7,59881.11,100,3,3,3,9,Loyal Customers
CUST5731,2026-06-16,12,130277.94,15,4,4,4,12,Champions
CUST5732,2025-10-07,3,36433.55,267,2,1,2,5,At Risk
CUST5733,2025-12-09,4,31330.01,204,2,2,2,6,Potential Loyalists
CUST5734,2026-03-13,7,67007.27,110,3,3,3,9,Loyal Customers
CUST5735,2026-01-23,1,21052.56,159,2,1,1,4,At Risk
CUST5736,2025-12-24,3,30468.799999999996,189,2,1,2,5,At Risk
CUST5737,2025-01-15,2,32965.59,532,1,1,2,4,At Risk
CUST5738,2025-04-03,1,4875.09,454,1,1,1,3,Lost / Churned
CUST5739,2025-09-13,3,44584.19,291,1,1,3,5,At Risk
CUST5740,2026-04-22,6,83454.61,70,3,3,4,10,Champions
CUST5741,2025-11-05,6,67607.21,238,2,3,3,8,Loyal Customers
CUST5742,2025-12-08,8,61896.87,205,2,4,3,9,Loyal Customers
CUST5743,2025-10-03,7,80631.15,271,2,3,4,9,Loyal Customers
CUST5744,2025-12-05,3,46272.89,208,2,1,3,6,Potential Loyalists
CUST5745,2025-08-23,4,21538.28,312,1,2,1,4,At Risk
CUST5746,2026-06-27,4,50018.96,4,4,2,3,9,Loyal Customers
CUST5747,2024-07-13,3,38550.17,718,1,1,2,4,At Risk
CUST5748,2026-06-13,1,1283.96,18,4,1,1,6,Potential Loyalists
CUST5749,2025-11-04,4,25958.02,239,2,2,2,6,Potential Loyalists
CUST5750,2026-06-26,8,51591.35,5,4,4,3,11,Champions
CUST5751,2025-05-02,1,4205.65,425,1,1,1,3,Lost / Churned
CUST5752,2026-02-23,4,44192.520000000004,128,3,2,2,7,Potential Loyalists
CUST5753,2026-06-01,10,38369.22,30,4,4,2,10,Champions
CUST5754,2025-07-24,4,39499.72,342,1,2,2,5,At Risk
